Date,Text,Processed_Text,Score,Username,Sentiment
2025-03-08 04:29:36,Banyak draksistem tolong hapus orang yg GK bisa main,draksistem hapus orang yg gk main,1,Da Pin,Negatif
2025-03-08 04:29:27,moontonn tolong nih gua udah beli beberapa hero nih tapi kenapa saat mau di pake maen rank kok hero ny masih belum kebeli giliran di lihat di hero juga masih belum kebeli... tolongg nihh di perbaiki,moontonn nih gua udah beli hero nih pake maen rank hero ny kebel gilir lihat hero kebel tolongg nihh baik,2,Pak Mansur,Negatif
2025-03-08 04:29:15,yaallah semoga pihak yang mengatur matching di beri ganjaran karena tidak adil dalam membagi team,yaallah moga atur matching ganjar adil bagi team,1,Fauzan Ojan,Negatif
2025-03-08 04:28:46,KASI NYA KOK DRAK SYSTEM TERUS!? PILIH KASIH BANGET LO TUH!!!! MEMANG BENAR LEBIH BAGUS MAIN GAME FREE FREIN AJAH!!!!,kasi nya drak system pilih kasih banget lo tuh bagus main game free frein ajah,1,Anindya Dwi Azalia,Negatif
2025-03-08 04:28:35,moonton besok mati,moonton besok mati,1,Koding 123,Negatif
2025-03-08 04:28:25,Gamenya seru banget,gamenya seru banget,5,Akhmad Yusuf,Positif
2025-03-08 04:25:56,"Masa kalau mau solo mau party kalah trus, dapat tim ngtroll. Pembagian tim nya gk merata. Kepikiran mau hapus aja ni game buat emosi, kalo buat game yang adil dikit lah gk usah pilih kasih ,bagi skinnya doang dipentingin . Capek moonton Lama² player² mu pada pindah ke game sebelah",solo party kalah trus tim ngtroll bagi tim nya gk rata pikir hapus aja ni game emosi kalo game adil dikit gk pilih kasih skinnya doang dipentingin capek moonton lama player mu pindah game belah,1,Wilda,Negatif
2025-03-08 04:24:32,"Kenapa jdi bug gini game ku moonton, udah 2 jam gak bisa di apa²in masih dalam loby",jdi bug gin game ku moonton udah 2 jam gak apa in loby,5,Ardy Mugiwara,Positif
2025-03-08 04:23:49,"Apaaaaa coba dapet tim nya ga imbang + kikir . Nanti sore gw gacha kalo dapet k/Lori otw bintang 5 , kalo engga tetep B2",apaaaaa coba dapet tim nya ga imbang kikir sore gw gacha kalo dapet klor otw bintang 5 kalo engga tetep b2,2,Gilang sukma,Negatif
2025-03-08 04:23:05,Sangat membantu ketika lagi sedih,bantu sedih,5,intan permata sari,Positif
2025-03-08 04:22:51,Saya sangat suka dengan Mobile Legends: Bang Bang ini!.. Saat saya sedih saya selalu main ml ini Saya suka sekali dengan Hero nya Tapi saya minta tolong berikan skin Fanny ya itu aja yg saya mau.. Ya!.. Terima kasih sudah membaca ranting aplikasi Mobile Legends: Bang Bang Ya semoga di baca Abang monton nya!.. Assalamualaikum warahmatullahi 🙏🏻,suka mobile legends bang bang sedih main ml suka hero nya skin fanny aja yg terima kasih baca ranting aplikasi mobile legends bang bang moga baca abang monton nya assalamualaikum warahmatullahi ,5,Kenshin Shinn,Positif
2025-03-08 04:22:40,P mabar,p mabar,5,Kafie Azzam,Positif
2025-03-08 04:22:38,Bikin kalas terus! Kan jadi nya turun terus!,bikin kalas nya turun,1,surifa Sariyo,Negatif
2025-03-08 04:20:14,Game ini seru tidak seperti roblox,game seru roblox,5,Gabrian Situmorang,Positif
2025-03-08 04:19:18,game nya bagus 😁,game nya bagus ,5,Wulan Octa,Positif
2025-03-08 04:19:13,"Game aneh tiba"" ngelag,pas ajuin ke cs malah dapat jawaban diluar konteks,aneh game lawak perbaiki dulu sistemnya baru Collab sana sini",game aneh ngelagpas ajuin cs luar konteksaneh game lawak baik sistem collab,1,Anda,Negatif
2025-03-08 04:18:57,sangat seru saya suka semua hero termasuk martis,seru suka hero martis,5,MRZI chaneL,Positif
2025-03-08 04:18:11,"seru, tapi dikasih lose streak terus jadi sy hapus saja, bulan puasa bikin kesel aja",seru kasih lose streak sy hapus puasa bikin kesel aja,1,Gina Yumaika,Negatif
2025-03-08 04:18:01,Woi monton mact yang SE imbang lah taii . KLO user solo ktemuin solo .. biar jelas . Solo ketemu duo duo .. tu yang br 4 mepet trus mainya sini do abaikan . Kan taii .abis itu kena riport pula lah taii .Bates cr cuma 3 sehari apalah smpahh BKIN mles maen aja taii,woi monton mact imbang taii klo user solo ktemuin solo biar solo ketemu duo duo tu br 4 mepet trus mai do abai taii abis kena riport taii bates cr 3 hari apa smpahh bkin mles maen aja taii,1,cahyo chan,Negatif
2025-03-08 04:17:57,TOLONG DONG MOONTON PERBAIKI 1. ORANG (NGETROLL) ( AFK ) tu beri hukuman yang berat lah masa orang ngetrol afk saya laporkan cuma di beri hukuman pengurangan kredit score 5poin padahal untuk buka rank butuh kredit score minimal 90 Misal kredit score 100 saya laporkan dikurangi 5 Ya masih bisa buka rank dong MENURUTKU PENGURANGAN KREDIT SCORE UTUK ORANG TROLL AFK DLL ITU TERLALU KECIL DAN TIDAK MEMBERIKAN EFEK JERA BERI HUKUMAN TIDAK BISA MAIN RANK SELAMA 1 HARI GITU BARU MEMBERI EfekJERA,moonton baik 1 orang ngetroll afk tu hukum berat orang ngetrol afk lapor hukum kurang kredit score 5poin buka rank butuh kredit score minimal 90 kredit score 100 lapor rang 5 buka rank turut kurang kredit score utuk orang troll afk efek jera hukum main rank 1 gitu efekjera,1,Ridwan Cuyy,Negatif
2025-03-08 04:17:35,Plis lah kasih musuh jangan terlalu susah saya udah lose streek 10 kali,plis kasih musuh susah udah lose streek 10 kali,1,wawan setiawan,Negatif
2025-03-08 04:17:08,Bagus,bagus,5,made suartana,Positif
2025-03-08 04:16:36,"terlalu tinggi ram nya aplikasi nya baruba"" tdk seperti dulu",ram nya aplikasi nya baruba tdk,1,Udin Saripudding,Negatif
2025-03-08 04:16:11,Montoon klo bikin game yg jelas lah udh bentar lagi mytik malah kasi dark sistem gmn sih montoon,montoon klo bikin game yg udh bentar mytik kasi dark sistem gmn sih montoon,3,Setyo wati,Netral
2025-03-08 04:13:56,Keren banget 🤗,keren banget ,5,Mesya Sya,Positif
2025-03-08 04:13:10,Asik bingit,asik bingit,5,Tutut Juweni,Positif
2025-03-08 04:12:47,Gameee busukkkk,gameee busukkkk,1,Jujun Junaedi,Negatif
2025-03-08 04:12:40,ih di kasi lose streak trs,ih kasi lose streak trs,3,Felicia Abiyusakha,Netral
2025-03-08 04:11:52,Plis lah beri gua tim yg Kompak dikit lah terlalu sering awal game unggul pas late game kalah tim jadi ribut mulu gara2 role,plis gua tim yg kompak dikit game unggul pas late game kalah tim ribut mulu gara2 role,1,Setio Aji,Negatif
2025-03-08 04:11:02,"TOLONG LAH KALU AFK JANGAN CREDIT SOKORNYA BANYAK X TURUNYA, PAS MAU NAIKIN CREDIT SKOR PER HARI JATAHNYA CUMA 3 POIN SEMENTARA , KALAU AFK TURUNYA 9 POINT",kalu afk credit sokornya x turunya pas naikin credit skor jatah 3 poin afk turunya 9 point,3,Ap Hoky,Netral
2025-03-08 04:10:17,Aneh,aneh,2,Rahmat Bahtiar,Negatif
2025-03-08 04:09:18,"Kebanyakan dark sistem anjir, gw main 6x menang 1x doang dan tim gw pada 1/2 coklat",banyak dark sistem anjir gw main 6x menang 1x doang tim gw 12 coklat,5,Fahri Nabila,Positif
2025-03-08 04:09:16,sangat seruu,seruu,5,Quin Sonsan,Positif
2025-03-08 04:09:11,Gak but,gak but,5,Arkan Said,Positif
2025-03-08 04:08:34,"Tidak usah kalian main mobile lengeds kalian akan kalah terus hp kalian auto retak karena kalian banting dan jika kalian udah menyampai rank mitik musuh kalian mantan glory dan jika kalian di atas rank mitik kalian akan mendapat coklat, silver terus percaya sama saya",main mobile lengeds kalah hp auto retak banting udah sampai rank mitik musuh mantan glory rank mitik coklat silver percaya,1,Revalino Firdaus,Negatif
2025-03-08 04:08:19,Gaga,gaga,5,Marta Kasiahe,Positif
2025-03-08 04:07:39,Maina unik bisa Mabar,maina unik mabar,5,Gibran Bae,Positif
2025-03-08 04:06:55,Dari dulu memang kasih musuh itu gk sepadan tim nanti dikasih yang masih bot kasih lah yang sepadan daritadi kalah karena bot terus lah sinyal pun jelek kali,kasih musuh gk padan tim kasih bot kasih padan daritadi kalah bot sinyal jelek kali,1,Yaseer Vivobinjai,Negatif
2025-03-08 04:04:57,"Seru,tapi semakin update semakin berat gamenya",serutapi update berat gamenya,5,Iron Man,Positif
2025-03-08 04:04:34,Monton kikir dasar,monton kikir dasar,1,Farrel Rizki Haikal,Negatif
2025-03-08 04:04:09,"Kenapa akun ku di ban, katanya cheat padahal aku tidak menggunakan cheat. Katanya lagi cheat nya map hack, fitnahan gitu berlaku ya di mlbb😒balikin lah.",akun ku ban cheat cheat cheat nya map hack fitnah gitu laku mlbb balikin,2,Muhammad ibnu Sa'dan,Negatif
2025-03-08 04:03:05,gameny bagus banget,gameny bagus banget,5,Feby Marfuatun,Positif
2025-03-08 04:01:58,Game kebanyakan scam nya,game banyak scam nya,1,Ramanda,Negatif
2025-03-08 04:01:54,mantap,mantap,5,Rama Civas,Positif
2025-03-08 04:01:11,Geme nya bagus,geme nya bagus,5,KodoNdolu Kodo do aja,Positif
2025-03-08 04:00:26,Lag mulu ajg,lag mulu ajg,1,Adi Permana Arifin,Negatif
2025-03-08 03:59:51,Ml baguss,ml baguss,5,Bunyamin Amin,Positif
2025-03-08 03:59:31,Enak saya maen dua geme Ff sama ml Enakk dua dua nya,enak maen geme ff ml enakk nya,4,Tata Via,Positif
2025-03-08 03:59:01,👍👍👍👍👍👍👍👍👍👍👍👍👍,,5,Ahbib Anisa,Positif
2025-03-08 03:58:50,Game penipu katanya dikasih HP kok gak di kasih,game tipu kasih hp gak kasih,1,LIA Mulki,Negatif
2025-03-08 03:58:39,Tolong drag sistem nya di hapus dan gue udah dua bulan maen season inggak naik metik di temenin sama yg enggak tau main gue kasih bintang satu KLX masih gini Mulu gue di legen ini masih enggak naik kayax di halang halangin moton padahal mvp Mulu walupun kalah . Moho perbaikan nya moton maeng game malah di bikin pusing gini mulu,drag sistem nya hapus gue udah maen season inggak metik temenin yg tau main gue kasih bintang klx gin mulu gue legen kayax halang halangin moton mvp mulu walupun kalah moho baik nya moton maeng game bikin pusing gin mulu,1,zigit Bromenz,Negatif
2025-03-08 03:58:25,"tolong lah puki kalau ngasih tim yg setara, ketemu darksistem kalah mulu, uninstall aja game nya g ush di maenin",puki ngasih tim yg tara ketemu darksistem kalah mulu uninstall aja game nya g ush maenin,1,kairaan raa,Negatif
2025-03-08 03:58:21,Kurangi dark sistem nya,kurang dark sistem nya,4,VIIIB_19_ M AKBAR Riansyah,Positif
2025-03-08 03:56:56,Game yang sangat bagus,game bagus,5,Mauza,Positif
2025-03-08 03:56:47,Game nya sih bagus tapi kalo ngasih tim kayak bayi baru lahir,game nya sih bagus kalo ngasih tim kayak bayi lahir,1,Rayhan Ajjah,Negatif
2025-03-08 03:56:06,Sangat bagus,bagus,5,azka varo,Positif
2025-03-08 03:55:51,Game mantap,game mantap,1,Lord kazuma,Negatif
2025-03-08 03:55:48,Ta* maen game leg trus. GK BS memperbaiki jaringan jgn update Mulu. Game apa ini nge leg nya parah,ta maen game leg trus gk bs baik jaring jgn update mulu game nge leg nya parah,1,Nur Padli,Negatif
2025-03-08 03:55:35,"Kasihnya dark sistem terus,kasih tim ngotak dikit napa",kasih dark sistem teruskasih tim ngotak dikit napa,2,Vincent Lionel,Negatif
2025-03-08 03:55:34,bagus aja siee,bagus aja siee,5,Na Lu,Positif
2025-03-08 03:54:55,"Moonton Kurang Pintar, Pemilihan Marching Tim Tololnya setengah mati mentang2 solo player di kasih tim noob",moonton pintar pilih marching tim tolol mati mentang2 solo player kasih tim noob,1,Pengguna Google,Negatif
2025-03-08 03:54:50,"Game buruk game tolol di ksih team bego smua,,gw akui Honor Of King (HOK) lbih baik dari game ini",game buruk game tolol ksih team bego smuagw aku honor of king hok lbih game,1,Angghi Saputra,Negatif
2025-03-08 03:53:37,Jelek,jelek,1,Rina Qorni,Negatif
2025-03-08 03:53:29,Aplkasi gem mobilegends ini bisa juga dapat teman di maber,aplkasi gem mobilegends teman maber,5,Reza Rezanaftali,Positif
2025-03-08 03:53:23,Bagus yg buat,bagus yg,5,DEWA GEDE WAISNAWA PREMA PUTRA,Positif
2025-03-08 03:52:19,Game yang dapat di andalkan,game andal,3,Amania Inaningsih,Netral
2025-03-08 03:51:46,Sangat senang,senang,5,Esteh Kopi,Positif
2025-03-08 03:51:37,tolong jaringan nya di perbaiki jaringan saya bagus tapi tiba tiba ngeleg di game nya padahal jaringan wifi saya stabil,jaring nya baik jaring bagus ngeleg game nya jaring wifi stabil,4,Bagas Gas,Positif
2025-03-08 03:50:09,Bayak draksistem selalu kalah gem lol lebih lol lol,bayak draksistem kalah gem lol lol lol,1,Rafa Ramdani,Negatif
2025-03-08 03:49:33,"Game gajelas, dikasih tim gak imbang mulu. Gua mau Mythic aja susah.",game gajelas kasih tim gak imbang mulu gua mythic aja susah,1,Hasbi Akbar,Negatif
2025-03-08 03:49:08,Ada dark system,dark system,1,Titing Yulis,Negatif
2025-03-08 03:48:50,"kalo udah di report tuh semisal udah keliatan kalo team nya beban, atau coklat itu gak perlu proses proses lawak napa. lu proses proses tapi ujung ujungnya gak ada tindakan, ya percuma tod moontod. jelas jelas gak ada kontribusi, terus di report masih ada peninjauan peninjauan, proses lah lawak",kalo udah report tuh udah liat kalo team nya beban coklat gak proses proses lawak napa lu proses proses ujung ujung gak tindak tod moontod gak kontribusi report tinjau tinjau proses lawak,1,Arise.,Negatif
2025-03-08 03:47:57,Bagus banget game nya,bagus banget game nya,4,Heni Nuraeni,Positif
2025-03-08 03:47:47,Seru,seru,5,untuk diri sen diri Untuk diri sendiri,Positif
2025-03-08 03:47:46,aku sgt suka,sgt suka,1,M. Dzaki Al-Hakim,Negatif
2025-03-08 03:47:10,"Jaringanku lancar udah pake wifi masih lag ganti data masih lag yang lebih ngeri lagi tiba2 afk padahall main terus , perbaiki jaringannya",jaring lancar udah pake wifi lag ganti data lag ngeri tiba2 afk padahall main baik jaring,1,Meliani Melli,Negatif
2025-03-08 03:42:38,Capek mau jelasin,capek jelasin,1,Ikhsan Herianto,Negatif
2025-03-08 03:42:22,Sinyal saya bagus banget kenapa pas main malah merah Mulu tolong di perbaiki moonton,sinyal bagus banget pas main merah mulu baik moonton,1,Muhammad tegar,Negatif
2025-03-08 03:41:39,Mantap,mantap,5,Asiyah,Positif
2025-03-08 03:41:24,Kenapa. Main. Reng. Kalah. Terus. Tim. Musuh. Terlalu. Kompak. Tim. Kita. Gak. Tolong. Kasih. Menang. Terus. Pis. Moonton,main reng kalah tim musuh kompak tim gak kasih menang pis moonton,5,muhammad arya,Positif
2025-03-08 03:41:23,Saya menyukai nya,suka nya,5,Laily Fitri,Positif
2025-03-08 03:41:13,Bagus banget gua udah main lama banget salah satu Hero favorit ku dyrroth,bagus banget gua udah main banget salah hero favorit ku dyrroth,5,Limbong Micha,Positif
2025-03-08 03:39:57,Moonton kalo lu kasih gua muluh dark sistem/gak menang muluh gua rate lu 1 doang,moonton kalo lu kasih gua muluh dark sistemgak menang muluh gua rate lu 1 doang,1,Razz XG,Negatif
2025-03-08 03:39:51,"sistem matching nya di perbaiki lah monton, masa iya setiap main dpt tim orng yang baru main. sistem matching nya tu di sesuaikan sama level akun masing² lah monton. masa iya di sesuaikan sama rank, skrng tu naikan rank ke mytic honor tu mudah, jdi orng² yang baru main pun bisa naik ke honor. bukan cuma sekali dua kali aja kek gitu monton tpi berkali², jdi tolong perbaiki lah sistemnya biar adil",sistem matching nya baik monton iya main dpt tim orng main sistem matching nya tu sesuai level akun masing monton iya sesuai rank skrng tu naik rank mytic honor tu mudah jdi orng main honor kali aja kek gitu monton tpi kali jdi baik sistem biar adil,1,Mas Anang,Negatif
2025-03-08 03:39:26,Ga usah main ml nanti marah². Musuhnya ga ngotak demeg musuh sakit banget kuat tapi sakit. kasih musuhnya ga ngotak jago jago tapi team aku ga guna semua.jangan main kalo kalian ga mau setres,ga main ml marah musuh ga ngotak deg musuh sakit banget kuat sakit kasih musuh ga ngotak jago jago team ga semuajangan main kalo ga tres,1,Matahari Bersinar,Negatif
2025-03-08 03:36:45,"Fitur banding yang tidak berguna,udah ajuan banding tidak berpengaruh ,Useless appeal feature, already submitted an appeal has no effect",fitur banding bergunaudah aju banding pengaruh useless appeal feature already submitted an appeal has no effect,1,19_MUHAMMAD FABIAN ARDIANSYAH_9B,Negatif
2025-03-08 03:36:04,Game nya bagus dan enak saya sangat puas dan game ini bisa menentukan bagaimana kehebatan kita,game nya bagus enak puas game tentu hebat,5,Leticia Witak,Positif
2025-03-08 03:35:26,Saya sangat senang,senang,5,Novita Sari,Positif
2025-03-08 03:34:36,"Game nya seru,cuma suka loding aja meskipun sinyal nya bagus",game nya serucuma suka loding aja sinyal nya bagus,4,Rani Kusmiati,Positif
2025-03-08 03:33:34,"Bolehlah ini game juga tapi..... masalahnya kadang internet saya tiba² merah padahal wifi saya ok ok aja,terus masalah tim Kadang saya di kasih tim jelek kan jadinya susah jadi mohon diperhatiin ya moonton nanti kalo masalah² ini udah diperbaiki saya kasih bintang lima^_^",game kadang internet tiba merah wifi ajaterus tim kadang kasih tim jelek susah mohon diperhatiin moonton kalo masalah udah baik kasih bintang,4,diny hasanah,Positif
2025-03-08 03:33:27,Oke grafik oke bagus semuanya bagus menurut gw tapi jangan kebanyakan update lah moonton baru hari ini update 5 hari kemudian update lagi,oke grafik oke bagus bagus gw banyak update moonton update 5 update,3,Qwerty Uiop,Netral
2025-03-08 03:33:19,GG seru gamenya,gg seru gamenya,5,BSK Rif,Positif
2025-03-08 03:32:20,Kapan angela keluar,angela,1,Rhesa akbar,Negatif
2025-03-08 03:31:57,Yaaa,yaaa,5,Koggg Ncj,Positif
2025-03-08 03:31:30,"game tolol pembagian Lane masih kocak, pembagian team masa random",game tolol bagi lane kocak bagi team random,1,WIT URROHMAN,Negatif
2025-03-08 03:30:48,GAME KNTROL BIKIN STRSS,game kntrol bikin strss,1,Fahmi Pratama,Negatif
2025-03-08 03:30:12,"Gamenya sangat bagus,dan banyak pilihan heronya game playnya juga seru banget,tetapi biasanya tim tidak seimbang atau bisa di bilang dark sistem tolong di perbaiki",gamenya bagusdan pilih hero game playnya seru bangettetapi tim imbang bilang dark sistem baik,5,FARHEL KEIZAN,Positif
2025-03-08 03:29:15,Gem ny sangat baik,gem ny,5,Sahrani Indut,Positif
2025-03-08 03:28:48,Game banyak cheat aku rating 1 baned pakai cheat game burik jelek ada bug ngelag,game cheat rating 1 baned pakai cheat game burik jelek bug ngelag,1,Yayuk Asana,Negatif
2025-03-08 03:27:54,Seru banget,seru banget,5,Anto Ardiyan,Positif
