Date,Text,Score,Username,Sentiment
2025-03-20 15:23:47,"halo moonton game ini saya suka tetapi tolong moonton..untuk memberi skin baru kepada phoveus karna.. ya dia hanya memiliki 1 skin basic kalau tidak salah , saya memiliki 1 saran untuk memberi voice actor nya untuk tidak bahasa baku agar lebih menarik.jadi akan banyak orang yang tertarik terimakasih atas kesetiaan anda kepada player",5,Yulies Widy,Positif
2025-03-20 15:23:47,server tolol,1,Dewa12 Sadewa12,Negatif
2025-03-20 15:23:34,"game rusak , ngalag lag , penuhi memo , jangan di instal",1,Citra Lestari,Negatif
2025-03-20 15:23:20,"game rusak,, masak server down.. lagi enak main semua pada ngelg,,t.a.i bet ni game",1,Butak Mt,Negatif
2025-03-20 15:23:09,game bagus 😎👍,5,Abyan Salim,Positif
2025-03-20 15:22:51,"ini kenapa mobile legend stuck? gak bisa main, costumer service jg tidak bisa di chat",1,Haposan Butarbutar,Negatif
2025-03-20 15:22:51,pas aku liat malah turun ke epik padahal aku legen malahan ga mainin Reng soalnya lagi afk jadi mainya kelasik terus Hero yang muncul malah Laila seharusya kalea padahal udah apdet😭😭☹️😢😥,3,Fahira Ira,Netral
2025-03-20 15:22:35,game nya tlol ngasih tim kagak bener kagak adil,1,RISQi ramdan Pratama,Negatif
2025-03-20 15:22:15,Gua mau tim yang seimbang sama gua afk karena sinyal kenapa monton malah gak peduli kalo ini masih ada gua pindah ke HOK dah serius gua mah,5,Galura Yodha,Positif
2025-03-20 15:21:41,lag parah makin ampas banyak bot lagi,1,Hulpa Alpizar,Negatif
2025-03-20 15:21:41,"tolong perbaiki sistem matchmaking yg tidak seimbang serta kurangi player bot nya wahai moonton, tambahannya tolong optimalkan lagi game nya agar tidak sering terjadi stuttering ketika dalam team fight ya.",3,Rulian,Netral
2025-03-20 15:21:27,jangan download game ga ngotak bikin stres banyak banget drak sistem nya,1,MotoVlog Milenial,Negatif
2025-03-20 15:21:26,"Minimal ngasih team yg jelas lah gw di classic, rank lose mulu",4,Devin Wu,Positif
2025-03-20 15:21:19,Selalu lost treak,5,Aca subang,Positif
2025-03-20 15:21:01,"kasih B 1,aja yaaah,bikin darah aku naik ini game....",1,endang ahmad,Negatif
2025-03-20 15:20:41,mobile legend ini kenapa si sinyal nya masa satu team bisa lag semua bahkan musuh juga ikutan lag tolong lah di benerin kalo bisa kalo kejadian kaya gitu jangan di turunin bintang nya merugikan banget lu monton,1,Sandika Kurniawan,Negatif
2025-03-20 15:20:24,game tmpek,1,Ryan Saputra,Negatif
2025-03-20 15:19:45,"benerin lagi nih game, masa jaringan bagus di ingame tinggi ms nya ga beres udah, update doang yg banyak",1,Rahmad Fauzi,Negatif
2025-03-20 15:19:32,Burig anjg,5,Dio Dio,Positif
2025-03-20 15:18:49,bagus 👍,5,Anggelia Syafitri,Positif
2025-03-20 15:18:41,yang bener lah bug semua anjirr ga sesuai,1,Achmad Riski,Negatif
2025-03-20 15:18:22,Game nya bagus menyenang kan aku main ini dari 2019 pas waktu covid mobile legend ini menemani saya di hari yg sngt jenuhh gamee nya bnyk event seruu untuk di mainin dan skerng banyak skin skin gratiss,5,Yazzid,Positif
2025-03-20 15:17:45,"gamenya bikin kesal, rekrutmen klo udah log in sering di kick, utk yg suka party gak usah rekrutmen klo mau Mabar cuma sama teman. hapus saja rekrutmen tim klo masih bisa kick orang",3,Agus Nurmansyah,Netral
2025-03-20 15:17:40,player setia ML.. aku selalu suka main ML. apa lagi skrng banyak hadiah skinnya.. aku makin suka... makasi monton.. love u,5,Datu botol,Positif
2025-03-20 15:17:16,game drack sytem..,1,Eno Wagenk,Negatif
2025-03-20 15:16:03,cukup 1 aja bintangnya.. udh capek² mainnya sampai lupa waktu diturunin season. jadi ga semangat mau nerusinnya.,1,Aska Panamuan,Negatif
2025-03-20 15:15:45,kalo kasih tim yang bagus,1,Andi Tokan,Negatif
2025-03-20 15:15:36,Aku suka gamenya aku du lama Mai. Gameny bagus❤️❤️❤️👍,5,Jaime fatima de araujo 04,Positif
2025-03-20 15:15:18,gak wordit,1,Ibu Siti,Negatif
2025-03-20 15:14:54,mau sampe kapan ngasih dark system,1,Arya Manik,Negatif
2025-03-20 15:14:50,menurut gua ini game terbaik di seluruh dunia tapi ada juga kekurangannya 1)kondisi jaringan yg tiba tiba leg,5,Yulie89 official,Positif
2025-03-20 15:13:35,Sering kehilangan bintang saya udah malas main ml lagi bosan,1,rika sumalia,Negatif
2025-03-20 15:13:16,masih sering lag saat di pertandingan.,1,Doddy Rimba,Negatif
2025-03-20 15:13:07,Oke bagus ya biasa sering kalah juga tapi ga apa apa namaya juga permainan,5,Rahmat Nurhidayat,Positif
2025-03-20 15:12:35,cape naikin 2 hari gak di pake turun sendiri,1,Kuat Wibowo,Negatif
2025-03-20 15:11:57,"montoon please black list org yg make cheat, rw,dll,!!!!!!!!",4,ativa chairani,Positif
2025-03-20 15:11:04,Game nya sangat buruk pemain tidak di kasih menang habis itu sinyalnya di jelekin ager tidak bisa main padahal sinyalnya baik baik saja,1,RST TURU,Negatif
2025-03-20 15:10:36,MLBB baguss,5,Sofwatul Husna,Positif
2025-03-20 15:09:53,"woii moonton tolong lah anjay,bikin gamenya se aman mungkin dari cheat",1,M abyadh,Negatif
2025-03-20 15:09:32,"sinyal benerin dulu ngen, masa tiap match jumping mulu",1,jery natanael,Negatif
2025-03-20 15:09:31,masa tiap mau Mabar..selalu gak bish masuk,1,Pengguna Google,Negatif
2025-03-20 15:09:16,moonton COLAB AMA DONGHUA MOONTON 🙏,5,Saheni Eni,Positif
2025-03-20 15:08:42,"Nambah update nambah berat game nya udah itu ada bug"" yang belom di perbaiki kadang udah mulai game nya mala nyetak ke lobby lagi... tolong dong min perbaiki jangan terlalu berat lah buat hp"" kayak kami",3,Alfino Novliando,Netral
2025-03-20 15:08:21,game ga jls banyak bug,1,Akbar Juge,Negatif
2025-03-20 15:08:11,game scammmmm,1,Bintang Ponsel,Negatif
2025-03-20 15:07:57,game gak mutu....yg gak ada skin vs yg full skin saya jengkel...saya un instal...semoga yg lain cepat sadar unistal game ini jg,1,Akmal Suci,Negatif
2025-03-20 15:07:07,Geme rusak geme dajjal,1,Dede Herman,Negatif
2025-03-20 15:06:51,tim gjls semua sedang kan musuh pro² moonton gjls,1,Syaila Aurel,Negatif
2025-03-20 15:06:33,"server down terus, gmna ni montoon, gak bisa login ulang stuck di loading screen",1,Ahmad Ahmad,Negatif
2025-03-20 15:06:27,banyak dart sistem,5,Udin Doank,Positif
2025-03-20 15:06:10,moonton edan gw masih gm di kasih abang' imo otak dimana otak gamau rugi apa gmn,1,Evelyn Dea falihah,Negatif
2025-03-20 15:05:55,"Bintang lima dulu lah, stay sama mlbb sejak 2018",5,Co R Est stella,Positif
2025-03-20 15:05:37,game kon ngebug jaringan tiba² menghubungkan ulang,1,Muhammad Iqbal,Negatif
2025-03-20 15:05:30,"Dapat bintang protec 2x di akhir season 27 tapi gak aktif semua, kehilangan bintang deh",4,Cah Deso,Positif
2025-03-20 15:05:26,moonton ggawee lol server eror abis update taee,5,Piqih Mildiansyah,Positif
2025-03-20 15:05:10,Tolong dong Moonton..perbaiki masalah pada Games ..suka lostrek..main solo.. Tim gak jelas...sinyal bagus..Gamesnya agak Leg.,1,supri jelek,Negatif
2025-03-20 15:04:55,bgus,5,Eka Oktaviani,Positif
2025-03-20 15:04:39,"Jlek bngt,tba"" bngt ngelag pdhl jringan bgus Bru kil musuh tba"" msuk turet sndiri",1,Kevin Danuarta,Negatif
2025-03-20 15:04:31,gimana nih min lagi main ko lag semua musuh sama timnyaa habiss war turtle malah lag,1,Aufasabiq Azami,Negatif
2025-03-20 15:04:21,banyak bug gk jelas tiba-tiba ngelag,1,Heru Phurs,Negatif
2025-03-20 15:03:50,mikrofon bermasalah,1,Zenta maharani Umairah,Negatif
2025-03-20 15:03:10,"Gamw gblok,",1,Guszzpreset,Negatif
2025-03-20 15:03:07,tim haram,1,Saeful Anwar Muhrom,Negatif
2025-03-20 15:02:20,"tolong kalau nggak sengaja kepencet terus relog, pliss jangan kelamaan, nanti dikiranya saya AFK dgn sengaja padaha nggak sengaja, plis jangan terlalu lama, maaf",3,Ahmad Fatah,Netral
2025-03-20 15:01:57,banyak dark sistem nya,1,nova ilham,Negatif
2025-03-20 15:01:52,Moonton terimakasih banyak untuk skin ling terbaru saya sangat suka,5,Suryaa Ya,Positif
2025-03-20 15:00:59,Hilang kan drak sistem...,4,Surgani gumilar,Positif
2025-03-20 15:00:40,update terbaru sampah sering bug jaringan pas pertandingan di temukan babi,1,jonathan catur novansa,Negatif
2025-03-20 15:00:40,Timmya kyk taekk taekk untuk player solo,1,Arilpro Jancok,Negatif
2025-03-20 15:00:10,game ini sangat bagus,5,Taufan592,Positif
2025-03-20 14:59:34,game g jelas jaringan internet nya bagus tapi malah di ngeleg-ngeleg kin,1,Santi PPIC,Negatif
2025-03-20 14:59:30,membosankan,1,Riez 4lraz,Negatif
2025-03-20 14:59:15,Memuaskan👌👌👌👌👌👌,5,Umay Ahmad,Positif
2025-03-20 14:59:09,well pay,4,Imam Maulana,Positif
2025-03-20 14:59:02,tukang buat dark system,1,Faza Hulailnafis,Negatif
2025-03-20 14:58:29,gue gak bisa masok ke geme nya burik,1,Siti Uswatun,Negatif
2025-03-20 14:58:08,sangat baik,5,Agus Setiawan com.,Positif
2025-03-20 14:58:02,"APAAANNN DAHHH AWAL SEASON DIKASIH MUSUH SUSAH, GAME APAANN SIII",3,Auzmara Ghanyy (Ghany),Netral
2025-03-20 14:57:28,semoga gw jadi pcr nya runa aminn,5,Dede Oktabian,Positif
2025-03-20 14:55:46,gem bodoh,1,sabriii,Negatif
2025-03-20 14:54:45,"game ga guna bikin stres doang, dpt tim gk bisa main, mau nyoba bikin akun smurf malah dapet tim ga bisa main, padahal di epic/gm loh game goblog",1,adeswidya44,Negatif
2025-03-20 14:54:43,𝙜𝙖𝙢𝙚 𝙣𝙮𝙖 𝙨𝙖𝙣𝙜𝙖𝙩 𝙟𝙚𝙡𝙚𝙠𝙠 𝙜𝙠 𝙖𝙙𝙞𝙡,1,Irma Safitri,Negatif
2025-03-20 14:54:28,moonton gak senang kita gak mainin gamenya tapi pas main udah ngeluangin waktu lama malah lose treak mulu moonton apasih maunya,1,Akmal Zul fadly,Negatif
2025-03-20 14:54:19,"moonton perbaiki jaringan lh jarongan sy lancar masa full merah,tolol",1,Zidane Moca,Negatif
2025-03-20 14:52:57,min tolong kurangin drak sistem pusing stuck di epic anyyy sttressss,1,Uhuh Uhuh,Negatif
2025-03-20 14:52:29,game nya seru,5,mohan arif,Positif
2025-03-20 14:52:24,Montooon ngebug ya ampon tolong lah montooon,2,Saifudin Sputra,Negatif
2025-03-20 14:52:23,udah bagus tapi data nya kegedean hp ku ga kuat lama lama,4,Wiwik Lestari,Positif
2025-03-20 14:51:53,game nya sangat bagus dan yang paling kusuka mlbb sering bagi2 skin gratis,5,Dinda Ribka Br. Harianja,Positif
2025-03-20 14:51:20,game rusak.,1,AHMAD,Negatif
2025-03-20 14:51:15,season tahun ini mengecewakan. hadiah seasonya sedikit sekali. padahal saya buat nyampe Rank mitical honor susah,4,Ardian Sah,Positif
2025-03-20 14:50:44,moonton gak ada otak kalw mau game nya di mainin jangan terlalu tolol. masa di kasih lawan jago tapin teman satu tim cupu bangat lol,1,Haykal Ikal,Negatif
2025-03-20 14:50:39,ok,5,Tedi Mahendi,Positif
2025-03-20 14:49:44,Solo rank menyakitkan kawann,5,Haris Hail,Positif
2025-03-20 14:49:42,menghibur sekali,5,Zaenur Umam,Positif
2025-03-20 14:49:42,"Jelek banget habis update bnyak bug sinyal ,sering bnget tiba2 reconect dan ping sinyal ngga jelas ,bukan nya makin baik tapi makin buruk msalah sinyal ,tolong segera diperbaiki masalah sinyal saat dlm game",2,Pendi 99,Negatif
2025-03-20 14:49:12,kikir,1,Alwan Efendi,Negatif
2025-03-20 14:49:09,"sinyal sangat bagus tapi lag sampe 12 menit gak bisa gerak, setelah 12 menit baru bisa gerak normal dan itu percuma karena sudah kalah banyak semoga game ini cepet bangkrut dan sepi peminat",1,Semir Sepatu,Negatif
2025-03-20 14:49:07,KARENA KAULAH CINTA TERAKHIRKUUU.,5,Farel Dimas,Positif
2025-03-20 14:49:04,ok,5,talkah talkah,Positif
2025-03-20 14:48:52,"game kok isinya dark sistem,kalah mvp,sistem kek pop",1,M.NUR CHOLIS,Negatif
2025-03-20 14:48:02,game sampah ngasih team gk imbang,1,Septian 07,Negatif
2025-03-20 14:48:01,Gajelas abis update sering ngelag,1,Skywarp01,Negatif
2025-03-20 14:47:31,"gua kasih bintang 3 dulu karna semalam gua ketemu RW sama hampir tiap hari ketemu darksistem, gak adil menurut gua dimana gua di terus di persulit sama ni moonton , Tolonglah team gua itu kenapa sering nya poke semua",3,aldy sapp,Netral
2025-03-20 14:46:52,ihhh game nya bagus banget aaaa❤❤❤❤❤ dan juga bisa main secara offline tapi dengan computer gpp lah lumayan klo lagi ga ada kuota😅 btw hero nya aja bisa beli pake koin lagi 😍 kecuali skin tapi gapapa 🙌 Tiap hari juga tiap log in selalu dapat hadiah gtu kek koin atau hero gratis‼️🤩 udh pas banget sih yg ga suka ini game selera nya mah aneh😒 oiya klo kalian dpt lawan susah² gtu atau kalian baru main. coba latihan aja dulu main offline sama computer yaa🥰,5,Aji Tegub,Positif
2025-03-20 14:46:30,plis monton paketan gw masih banyak sinyal jg 4g tapi knpa pas masuk di game nya hero nya ngga bisa jalan whay,1,Amii Kulbet,Negatif
2025-03-20 14:46:23,win kan saya,5,Khoerulfahri fahri,Positif
2025-03-20 14:46:10,tolong ini padahal kuota penuh hp saya juga udah update versi dan sisa memori masih banyak tapi kok masih lag tolong bantuannya,4,Bar00n4 -,Positif
2025-03-20 14:46:04,game sampah,1,Devin Dwi,Negatif
2025-03-20 14:45:51,"kalau ngasih ban hero tolong di bedain sama musuh laa yaa seperti yang dulu, karena kurang ban nya moontoon. dan servernya masih lag udah di doble jaringan loo montoon",1,Aisaka Mahiru,Negatif
2025-03-20 14:45:41,permainan seru dan keren,5,Simon Skom,Positif
2025-03-20 14:45:40,"Ku bikin bintang satu karena stuck di interface kelamaan dan belum bisa dipakai buat main. apaan update keseringan tapi gak juga berubah. masalah beginian udah kedua kalinya, hubungi customer service cuman dikasih langkah2 gak guna. kecewa",1,Ruri M F,Negatif
2025-03-20 14:44:58,game ini sangat seru,5,Agus Muhajir,Positif
2025-03-20 14:44:52,game kikir berat sebelah mulu game segede gini gabisa imbangin machtmaking,1,yana supiana,Negatif
2025-03-20 14:44:34,server busuk,1,Rydtz,Negatif
2025-03-20 14:44:06,bagus logi ah terus hero loba anu di kaluar keun,5,Daffa Maulana,Positif
2025-03-20 14:43:51,"Sangat menyenangkan bermain MLBB, keren sekali manjadi pemain game MLBB",5,mas wildan,Positif
2025-03-20 14:43:45,game 🐶,1,farras. sahih,Negatif
2025-03-20 14:43:17,jangan di download game paling nggak baik untuk di mainkan dari segi manapun itu setiap riset season selalu ada aja hal yang nggak ngotak selalu ada kekurangan yang di taro buat kalian gua saranin jangan mainkan game burikkkkkk ini terimakasih,1,Akhmad Madani,Negatif
2025-03-20 14:42:29,smakin parah lagnya ni gem pdhal hp ok ram nya jringan jg ok. mkn aneh aj ml,1,oktavianus siappa,Negatif
2025-03-20 14:41:40,saya sangat menyukainya,5,Mulet Mulet027,Positif
2025-03-20 14:41:30,kalau kasih musuh ya minimal Jan cheater lah moonton,1,Ridho Geger,Negatif
2025-03-20 14:41:13,dark sistem di banned aja akunnya min nyusahin bgt,1,rizky adi,Negatif
2025-03-20 14:40:47,sangat dimengerti,4,Faisal Kibo,Positif
2025-03-20 14:40:40,banyakan hero gk jelas muncul,1,ariantara seloni,Negatif
2025-03-20 14:40:17,udh bagusss tpi kadang juga ad bug jaringan moonton lain kali perhatikan lgi yaa,5,Noelpinot Noelpinot,Positif
2025-03-20 14:40:06,Ml game terbaik memang kasih musuh dark sistem,5,Muhammad Taha Aljunaid,Positif
2025-03-20 14:39:57,Game tersampah yang pernah Gua Mainin!!!!!!,1,Jenssen Candra,Negatif
2025-03-20 14:39:52,bagus banget game nya,5,Abi Naya,Positif
2025-03-20 14:38:40,Nah season ini baru enak hero nya bagus jaringan nya bagus event nya bagus cuma kalo ada event kolab sama naruto pasti lebih rame yang akan memainkan mobile legend karena game ini akan kolab dengan naruto jadi itu sudah pasti 100% semua orang bakal download game ini,5,Annah Aftiyana,Positif
2025-03-20 14:38:13,tim beban semua tukang ngetrol,1,Awr Ibnu,Negatif
2025-03-20 14:38:13,awal seson full dark sistem tim SM musuh g sepadan,1,Munji Permadi,Negatif
2025-03-20 14:37:41,"singkat saja monton, aku butuh tim bagus",1,Waliparoh Idikamuaddin,Negatif
2025-03-20 14:37:36,di sarankan mending main game lain aj ketimbang game ini banyak dakr sistem lostrek 8 × mending main game lain aj game banyak dark sistem ini gk adil lagi main terus percuma dapet dark sistem terus kalo gk mau emosi main game lain aj game ini sangat tidak cocok di mainkan di bulan ramadhan,1,Ilham Irsyad,Negatif
2025-03-20 14:37:34,game taek cok,1,Celana Pendek,Negatif
2025-03-20 14:36:22,kasi musuh yg boot,5,Ayang Tri,Positif
2025-03-20 14:35:36,kasih tim yg bener lah,1,Wais Ranz,Negatif
2025-03-20 14:35:28,tolong kasih tim yang bener moonton,1,PARAMEX,Negatif
2025-03-20 14:35:12,"drop rate kecil, game play yg gak seimbang dan masalah jaringan yg gak selesai selesai di tambah sering ngeframe",1,Bubble GuMmy,Negatif
2025-03-20 14:34:30,keren,5,Azis Maulana,Positif
2025-03-20 14:33:47,aku suka game ini soalnya ada hero alpha,5,Kenzie Juna,Positif
2025-03-20 14:33:46,kasih gua menang atau gua santet seluruh karyawan loe dan aku bakar kantor loe 😡😡😡😡😡😡😡😡😡😡😡💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩 knp sih gua dikasih musuh cheater,1,Siti Nuriyah,Negatif
2025-03-20 14:32:34,udah mulai g seruh ml main clasic doang buat hafe fun doang musuhnya serius banget maen rank musuhnya pro tim sendiri kyk badut sirkus maen brawel juga pada feder jadi g seruh,1,Ziza Manis,Negatif
2025-03-20 14:32:29,"kasih bintang 1 aja soalnya sering lah padahal jaringan aman, buat liat live lancar giliran main ml sinyal merah twrus",1,Ria Silva,Negatif
2025-03-20 14:31:44,"tolong lah monton sinyal di percepat lah gw sama temen"" gw padahal lancar lancar aja lo bisa bisa nya merah melulu",2,Nhoter Deep,Negatif
2025-03-20 14:31:26,"hdh mles maen jdinya banyaa bocah yg pada songgong + menghina ,fisik pun juga kena ,apalagi dh ngmng bunh' lagi jadi males maen game ini",1,Gem Pyal,Negatif
2025-03-20 14:31:11,Game kaga jelas gak bisa ngedekteksi orang yang lagi chit jaringan ijo tapi ngelak ngasih even pelit lagi,1,Ervinna Mulyasari,Negatif
2025-03-20 14:30:51,game jelek jangan di download,1,Adi Prasetiyo,Negatif
2025-03-20 14:30:44,terima kasih moonton,5,Tegar Saputra,Positif
2025-03-20 14:30:43,moonton kenapa saya di kasih smaa yang nda setara sama saya pusing saya sendiri melawan tim musuh glori semua tim saya legend bagaimana ceritanya ituu moonton mohon di pertimbangkan laa terimakasih,5,Adsil Rengo,Positif
2025-03-20 14:30:19,banyak dark system,2,Jalis,Negatif
2025-03-20 14:30:18,sekali kasih skin legend gratis monton,1,Hari Wijaya,Negatif
2025-03-20 14:30:08,Mohon maaf sebelumnya setelah update patch sekaligus reset season saya selalu merasa koneksi Internet menjadi lebih berat dan tidak stabil mohon segera di perbaiki ini mungkin cuma server yang down padahal jaringan saya sangat lancar,1,m.husen husen,Negatif
2025-03-20 14:30:06,player tolol tolol,1,Utfi Nur Said,Negatif
2025-03-20 14:30:06,TERIMA KASIH GAMES ML YG SELALU MENGHIBUR KESUNTUKAN KU,5,Andika Pratama,Positif
2025-03-20 14:29:55,"monton gimana sih, makin banyak cit yang menyebabkan lag. permainan semakin membosankan",1,Uty Garpenassy,Negatif
2025-03-20 14:29:33,"dev bab1 game ap apaan sistem pembagian team kg adil bgt ta1., server kentang kek game sebelah mmk",1,Ryuuka,Negatif
2025-03-20 14:29:20,ini game hiburan atau mancing emosi sih kalo lu mau banyak yg pengen main ml jangan kasih dark sistem dong ntar banyak yang keluar dari game lu,1,yamaha byson,Negatif
2025-03-20 14:28:26,"keamanan kurang dalam game ini salah satunya teman saya melakukan perilaku tidak pantas tapi tidak ada di tanggapi, tolong tindak seriusi hal ini",1,Ari Anto,Negatif
2025-03-20 14:28:17,"ga adil, masa dikasih tim yang kurang jago sedangkan musuh malah lebih jago, kurang ajar moonton ngasih tim ga bener banget, terus apalagi classic bukan tempat belajar hero malah buat preman classic tolong ya moonton bisa ga jangan ngerugiin playernya sendiri? game ml ya bukannya ngilangin stres malah nambahin stres, ngerjain doang bisanya, game rusak🤬",1,Melodi Anindya,Negatif
